level,vertebral_number,approach,category,object,side,x,y,length,width,angle,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_enplate_inferior_body_y,inferior_endplate_superior_body_y
L5,24,posterior,osteotomy,complete_facetectomy,left,0.48,0.224,,,,0.469,0.224,0.48,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,complete_facetectomy,right,0.509,0.857,,,,0.527,0.863,0.508,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,complete_facetectomy,right,0.509,0.8385,,,,0.527,0.844,0.508,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,complete_facetectomy,right,0.509,0.819,,,,0.527,0.826,0.508,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,complete_facetectomy,right,0.509,0.8005,,,,0.527,0.807,0.508,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,complete_facetectomy,right,0.509,0.78,,,,0.527,0.792,0.508,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,complete_facetectomy,right,0.508,0.767,,,,0.522,0.767,0.508,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,complete_facetectomy,right,0.507,0.746,,,,0.519,0.746,0.507,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,complete_facetectomy,right,0.506,0.72,,,,0.519,0.72,0.506,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,complete_facetectomy,right,0.506,0.695,,,,0.519,0.695,0.506,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,complete_facetectomy,right,0.507,0.668,,,,0.519,0.668,0.507,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,complete_facetectomy,right,0.508,0.64,,,,0.519,0.64,0.508,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,complete_facetectomy,right,0.508,0.606,,,,0.52,0.606,0.508,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,complete_facetectomy,right,0.509,0.577,,,,0.521,0.577,0.509,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,complete_facetectomy,right,0.508,0.544,,,,0.524,0.544,0.508,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,complete_facetectomy,right,0.51,0.508,,,,0.523,0.508,0.51,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,complete_facetectomy,right,0.508,0.476,,,,0.522,0.476,0.508,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,complete_facetectomy,right,0.509,0.438,,,,0.522,0.438,0.509,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,complete_facetectomy,right,0.508,0.4,,,,0.517,0.4,0.508,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,complete_facetectomy,right,0.509,0.367,,,,0.517,0.367,0.509,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,complete_facetectomy,right,0.511,0.33,,,,0.522,0.33,0.511,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,complete_facetectomy,right,0.514,0.291,,,,0.526,0.291,0.514,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,complete_facetectomy,right,0.513,0.252,,,,0.524,0.252,0.513,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
L5,24,posterior,osteotomy,complete_facetectomy,right,0.52,0.224,,,,0.531,0.224,0.52,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,grade_1,left,0.491,0.857,,,,0.473,0.863,0.49,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,grade_1,left,0.491,0.8385,,,,0.473,0.844,0.49,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,grade_1,left,0.491,0.819,,,,0.473,0.826,0.49,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,grade_1,left,0.491,0.8005,,,,0.473,0.807,0.49,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,grade_1,left,0.491,0.78,,,,0.473,0.792,0.49,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,grade_1,left,0.492,0.767,,,,0.478,0.767,0.492,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,grade_1,left,0.493,0.746,,,,0.481,0.746,0.493,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,grade_1,left,0.494,0.72,,,,0.481,0.72,0.494,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,grade_1,left,0.494,0.695,,,,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,grade_1,left,0.493,0.668,,,,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,grade_1,left,0.492,0.64,,,,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,grade_1,left,0.492,0.606,,,,0.48,0.606,0.492,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,grade_1,left,0.491,0.577,,,,0.479,0.577,0.491,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,grade_1,left,0.492,0.544,,,,0.476,0.544,0.492,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,grade_1,left,0.49,0.508,,,,0.477,0.508,0.49,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,grade_1,left,0.492,0.476,,,,0.478,0.476,0.492,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,grade_1,left,0.491,0.438,,,,0.478,0.438,0.491,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,grade_1,left,0.492,0.4,,,,0.483,0.4,0.492,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,grade_1,left,0.491,0.367,,,,0.483,0.367,0.491,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,grade_1,left,0.489,0.33,,,,0.478,0.33,0.489,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,grade_1,left,0.486,0.291,,,,0.474,0.291,0.486,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,grade_1,left,0.487,0.252,,,,0.476,0.252,0.487,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
L5,24,posterior,osteotomy,grade_1,left,0.48,0.224,,,,0.469,0.224,0.48,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,grade_1,right,0.509,0.857,,,,0.527,0.863,0.51,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,grade_1,right,0.509,0.8385,,,,0.527,0.844,0.51,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,grade_1,right,0.509,0.819,,,,0.527,0.826,0.51,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,grade_1,right,0.509,0.8005,,,,0.527,0.807,0.51,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,grade_1,right,0.509,0.78,,,,0.527,0.792,0.51,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,grade_1,right,0.508,0.767,,,,0.522,0.767,0.508,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,grade_1,right,0.507,0.746,,,,0.519,0.746,0.507,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,grade_1,right,0.506,0.72,,,,0.519,0.72,0.506,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,grade_1,right,0.506,0.695,,,,0.519,0.695,0.506,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,grade_1,right,0.507,0.668,,,,0.519,0.668,0.507,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,grade_1,right,0.508,0.64,,,,0.519,0.64,0.508,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,grade_1,right,0.508,0.606,,,,0.52,0.606,0.508,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,grade_1,right,0.509,0.577,,,,0.521,0.577,0.509,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,grade_1,right,0.508,0.544,,,,0.524,0.544,0.508,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,grade_1,right,0.51,0.508,,,,0.523,0.508,0.51,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,grade_1,right,0.508,0.476,,,,0.522,0.476,0.508,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,grade_1,right,0.509,0.438,,,,0.522,0.438,0.509,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,grade_1,right,0.508,0.4,,,,0.517,0.4,0.508,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,grade_1,right,0.509,0.367,,,,0.517,0.367,0.509,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,grade_1,right,0.511,0.33,,,,0.522,0.33,0.511,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,grade_1,right,0.514,0.291,,,,0.526,0.291,0.514,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,grade_1,right,0.513,0.252,,,,0.524,0.252,0.513,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
L5,24,posterior,osteotomy,grade_1,right,0.52,0.224,,,,0.531,0.224,0.52,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,grade_2,central,0.5,0.858,,,,0.473,0.863,0.49,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,grade_2,central,0.5,0.839,,,,0.473,0.844,0.49,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,grade_2,central,0.5,0.821,,,,0.473,0.826,0.49,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,grade_2,central,0.5,0.802,,,,0.473,0.807,0.49,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,grade_2,central,0.5,0.786,,,,0.473,0.792,0.49,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,grade_2,central,0.5,0.767,,,,0.478,0.767,0.492,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,grade_2,central,0.5,0.746,,,,0.481,0.746,0.493,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,grade_2,central,0.5,0.72,,,,0.481,0.72,0.494,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,grade_2,central,0.5,0.695,,,,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,grade_2,central,0.5,0.668,,,,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,grade_2,central,0.5,0.64,,,,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,grade_2,central,0.5,0.606,,,,0.48,0.606,0.492,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,grade_2,central,0.5,0.577,,,,0.479,0.577,0.491,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,grade_2,central,0.5,0.544,,,,0.476,0.544,0.492,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,grade_2,central,0.5,0.508,,,,0.477,0.508,0.49,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,grade_2,central,0.5,0.476,,,,0.478,0.476,0.492,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,grade_2,central,0.5,0.438,,,,0.478,0.438,0.491,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,grade_2,central,0.5,0.4,,,,0.483,0.4,0.492,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,grade_2,central,0.5,0.367,,,,0.483,0.367,0.491,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,grade_2,central,0.5,0.33,,,,0.478,0.33,0.489,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,grade_2,central,0.5,0.291,,,,0.474,0.291,0.486,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,grade_2,central,0.5,0.252,,,,0.476,0.252,0.487,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
L5,24,posterior,osteotomy,grade_2,central,0.5,0.224,,,,0.469,0.224,0.48,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,grade_3,central,0.5,0.87,,,,0.46,0.87,0.494,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,grade_3,central,0.5,0.85,,,,0.47,0.866,0.494,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,grade_3,central,0.5,0.83,,,,0.47,0.848,0.494,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,grade_3,central,0.5,0.81,,,,0.47,0.831,0.494,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,grade_3,central,0.5,0.79,,,,0.47,0.813,0.494,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,grade_3,central,0.5,0.77,,,,0.46,0.785,0.494,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,grade_3,central,0.5,0.75,,,,0.46,0.77,0.48,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,grade_3,central,0.5,0.72,,,,0.46,0.75,0.48,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,grade_3,central,0.5,0.7,,,,0.46,0.72,0.48,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,grade_3,central,0.5,0.67,,,,0.46,0.7,0.48,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,grade_3,central,0.5,0.64,,,,0.46,0.67,0.48,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,grade_3,central,0.5,0.61,,,,0.46,0.64,0.48,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,grade_3,central,0.5,0.58,,,,0.46,0.61,0.48,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,grade_3,central,0.5,0.55,,,,0.46,0.58,0.48,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,grade_3,central,0.5,0.51,,,,0.46,0.55,0.48,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,grade_3,central,0.5,0.48,,,,0.466,0.52,0.48,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,grade_3,central,0.5,0.44,,,,0.468,0.48,0.48,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,grade_3,central,0.5,0.41,,,,0.47,0.45,0.48,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,grade_3,central,0.5,0.37,,,,0.46,0.41,0.48,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,grade_3,central,0.5,0.34,,,,0.45,0.38,0.48,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,grade_3,central,0.5,0.3,,,,0.445,0.34,0.48,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,grade_3,central,0.5,0.27,,,,0.445,0.3,0.49,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
L5,24,posterior,osteotomy,grade_3,central,0.5,0.23,,,,0.445,0.26,0.488,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,
C2,2,posterior,osteotomy,grade_4,central,0.5,0.87,,,,0.46,0.87,0.494,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,grade_4,central,0.5,0.85,,,,0.47,0.866,0.494,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,grade_4,central,0.5,0.83,,,,0.47,0.848,0.494,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,grade_4,central,0.5,0.81,,,,0.47,0.831,0.494,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,grade_4,central,0.5,0.79,,,,0.47,0.813,0.494,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,grade_4,central,0.5,0.7825,,,,0.478,0.79,0.492,0.775,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,grade_4,central,0.5,0.7525,,,,0.481,0.76,0.493,0.745,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,grade_4,central,0.5,0.7305,,,,0.481,0.738,0.494,0.723,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,grade_4,central,0.5,0.7065,,,,0.481,0.714,0.494,0.699,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
