icd10_code,three_digit,long_desc,major,sub_chapter,chapter
S32.008B,S32,"Other fracture of unspecified lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.008S,S32,"Other fracture of unspecified lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.009A,S32,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.009B,S32,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.009S,S32,"Unspecified fracture of unspecified lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.010A,S32,"Wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.010B,S32,"Wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.010S,S32,"Wedge compression fracture of first lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.011A,S32,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.011B,S32,"Stable burst fracture of first lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.011S,S32,"Stable burst fracture of first lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.012A,S32,"Unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.012B,S32,"Unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.012S,S32,"Unstable burst fracture of first lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.018A,S32,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.018B,S32,"Other fracture of first lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.018S,S32,"Other fracture of first lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.019A,S32,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.019B,S32,"Unspecified fracture of first lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.019S,S32,"Unspecified fracture of first lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.020A,S32,"Wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.020B,S32,"Wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.020S,S32,"Wedge compression fracture of second lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.021A,S32,"Stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.021B,S32,"Stable burst fracture of second lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.021S,S32,"Stable burst fracture of second lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.022A,S32,"Unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.022B,S32,"Unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.022S,S32,"Unstable burst fracture of second lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.028A,S32,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.028B,S32,"Other fracture of second lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.028S,S32,"Other fracture of second lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.029A,S32,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.029B,S32,"Unspecified fracture of second lumbar vertebra, initial encounter for open fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.029S,S32,"Unspecified fracture of second lumbar vertebra, sequela",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S32.030A,S32,"Wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",Fracture of lumbar spine and pelvis,"Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
